+-----+---------+------------+--------------+------+--------+---------+-------------------------------------+-------------------------------------------------------+--------------------------------------------------------------------------------------------------------------------------+
| id  | site_id | qr_code_id | scanned_date | hour | VISITS | UNIQUES | user_browser                        | user_device_os                                        | ipaddress                                                                                                                |
| 166 |    1001 |          3 | 2022-05-07   | 17   | 16     | 2       | {'chrome': 14, None: 2}             | {'linux': 14, None: 2}                                | ['175.101.84.139', '10.0.2.62']                                                                                          |
| 167 |    1001 |          2 | 2022-05-07   | 17   | 5      | 2       | {'chrome': 3, None: 2}              | {'linux': 3, None: 2}                                 | ['175.101.84.139', '10.0.2.62']                                                                                          |
| 168 |    1001 |          5 | 2022-05-07   | 11   | 17     | 1       | {'chrome': 17}                      | {'iphone': 3, 'linux': 14}                            | ['175.101.84.139']                                                                                                       |
| 169 |    1001 |          5 | 2022-05-07   | 17   | 2      | 1       | {'chrome': 2}                       | {'linux': 2}                                          | ['175.101.84.139']                                                                                                       |
| 170 |    1001 |          4 | 2022-05-07   | 11   | 9      | 1       | {'chrome': 9}                       | {'iphone': 9}                                         | ['175.101.84.139']                                                                                                       |
| 171 |    1001 |          4 | 2022-05-07   | 17   | 6      | 2       | {'chrome': 4, None: 2}              | {'linux': 4, None: 2}                                 | ['175.101.84.139', '10.0.2.62']                                                                                          |
| 172 |    1001 |          5 | 2022-05-07   | 12   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 173 |    1001 |          6 | 2022-05-07   | 12   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 174 |    1001 |          7 | 2022-05-07   | 12   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 175 |    1001 |          8 | 2022-05-07   | 12   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 176 |    1001 |          9 | 2022-05-07   | 12   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 177 |    1001 |         10 | 2022-05-07   | 12   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 178 |    1001 |         11 | 2022-05-07   | 12   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 179 |    1001 |          4 | 2022-05-07   | 12   | 14     | 1       | {'chrome': 14}                      | {'iphone': 14}                                        | ['175.101.84.139']                                                                                                       |
| 180 |    1001 |          1 | 2022-05-07   | 17   | 5      | 2       | {'chrome': 1, None: 4}              | {'linux': 1, None: 4}                                 | ['175.101.84.139', '10.0.2.62']                                                                                          |
| 181 |    1001 |          4 | 2022-05-07   | 18   | 9      | 2       | {None: 8, 'chrome': 1}              | {None: 8, 'windows': 1}                               | ['10.0.2.62', '103.44.12.234']                                                                                           |
| 182 |    1001 |          3 | 2022-05-07   | 18   | 13     | 2       | {None: 10, 'chrome': 3}             | {None: 10, 'windows': 3}                              | ['10.0.2.62', '103.44.12.234']                                                                                           |
| 183 |    1001 |          2 | 2022-05-07   | 18   | 8      | 2       | {None: 6, 'chrome': 2}              | {None: 6, 'windows': 2}                               | ['10.0.2.62', '103.44.12.234']                                                                                           |
| 184 |    1001 |          1 | 2022-05-07   | 18   | 6      | 2       | {None: 4, 'chrome': 2}              | {None: 4, 'windows': 2}                               | ['10.0.2.62', '103.44.12.234']                                                                                           |
| 185 |    1001 |          4 | 2022-05-07   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['10.0.2.62']                                                                                                            |
| 186 |    1001 |          3 | 2022-05-07   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['10.0.2.62']                                                                                                            |
| 187 |    1001 |          2 | 2022-05-07   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['10.0.2.62']                                                                                                            |
| 188 |    1001 |          1 | 2022-05-07   | 07   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['10.0.2.62']                                                                                                            |
| 189 |    1001 |          4 | 2022-05-07   | 10   | 3      | 1       | {None: 3}                           | {None: 3}                                             | ['10.0.2.62']                                                                                                            |
| 190 |    1001 |          3 | 2022-05-07   | 10   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['10.0.2.62']                                                                                                            |
| 191 |    1001 |          2 | 2022-05-07   | 10   | 2      | 1       | {None: 2}                           | {None: 2}                                             | ['10.0.2.62']                                                                                                            |
| 192 |    1001 |          1 | 2022-05-07   | 13   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 193 |    1001 |          2 | 2022-05-07   | 13   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 194 |    1001 |          3 | 2022-05-07   | 13   | 4      | 1       | {'chrome': 4}                       | {'iphone': 1, 'linux': 3}                             | ['175.101.84.139']                                                                                                       |
| 195 |    1001 |          4 | 2022-05-07   | 13   | 1      | 1       | {'chrome': 1}                       | {'iphone': 1}                                         | ['175.101.84.139']                                                                                                       |
| 196 |    1001 |          5 | 2022-05-07   | 13   | 2      | 1       | {'chrome': 2}                       | {'iphone': 2}                                         | ['175.101.84.139']                                                                                                       |
| 197 |    1001 |          1 | 2022-05-07   | 19   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 198 |    1001 |          2 | 2022-05-07   | 19   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 199 |    1001 |          3 | 2022-05-07   | 19   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 200 |    1001 |          1 | 2022-05-09   | 10   | 7      | 2       | {'chrome': 6, None: 1}              | {'windows': 5, 'android': 2}                          | ['103.44.12.234', '175.101.84.139']                                                                                      |
| 201 |    1001 |          2 | 2022-05-09   | 10   | 5      | 1       | {'chrome': 4, None: 1}              | {'windows': 2, 'android': 3}                          | ['103.44.12.234']                                                                                                        |
| 202 |    1001 |          3 | 2022-05-09   | 10   | 4      | 1       | {'chrome': 3, None: 1}              | {'windows': 2, 'android': 2}                          | ['103.44.12.234']                                                                                                        |
| 203 |    1001 |          4 | 2022-05-09   | 10   | 5      | 1       | {'chrome': 3, None: 2}              | {'windows': 1, 'android': 4}                          | ['103.44.12.234']                                                                                                        |
| 204 |    1001 |          1 | 2022-05-09   | 05   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 205 |    1001 |          2 | 2022-05-09   | 05   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 206 |    1001 |          2 | 2022-05-09   | 11   | 3      | 1       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139']                                                                                                       |
| 207 |    1001 |          3 | 2022-05-09   | 11   | 4      | 2       | {'chrome': 3, None: 1}              | {'windows': 2, 'android': 2}                          | ['175.101.84.139', '103.44.12.234']                                                                                      |
| 208 |    1001 |          4 | 2022-05-09   | 11   | 3      | 1       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139']                                                                                                       |
| 209 |    1001 |          5 | 2022-05-09   | 11   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 210 |    1001 |          1 | 2022-05-09   | 11   | 2      | 2       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139', '103.44.12.234']                                                                                      |
| 211 |    1001 |          2 | 2022-05-09   | 06   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 212 |    1001 |          1 | 2022-05-09   | 06   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 213 |    1001 |          1 | 2022-05-09   | 12   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 214 |    1001 |          2 | 2022-05-09   | 12   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 215 |    1001 |          3 | 2022-05-09   | 12   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 216 |    1001 |          4 | 2022-05-09   | 12   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 217 |    1001 |          3 | 2022-05-09   | 13   | 1      | 1       | {None: 1}                           | {'android': 1}                                        | ['103.44.12.234']                                                                                                        |
| 218 |    1001 |          1 | 2022-05-09   | 18   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 219 |    1001 |          2 | 2022-05-09   | 18   | 3      | 1       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139']                                                                                                       |
| 220 |    1001 |          3 | 2022-05-09   | 18   | 3      | 1       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139']                                                                                                       |
| 221 |    1001 |          4 | 2022-05-09   | 18   | 3      | 1       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139']                                                                                                       |
| 222 |    1001 |          1 | 2022-05-10   | 10   | 5      | 2       | {'chrome': 5}                       | {'windows': 5}                                        | ['175.101.84.139', '103.44.12.234']                                                                                      |
| 223 |    1001 |          2 | 2022-05-10   | 10   | 3      | 2       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139', '103.44.12.234']                                                                                      |
| 224 |    1001 |          3 | 2022-05-10   | 10   | 3      | 2       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139', '103.44.12.234']                                                                                      |
| 225 |    1001 |          4 | 2022-05-10   | 10   | 3      | 2       | {'chrome': 3}                       | {'windows': 3}                                        | ['175.101.84.139', '103.44.12.234']                                                                                      |
| 226 |    1001 |          1 | 2022-05-10   | 12   | 43     | 2       | {'chrome': 42, 'safari': 1}         | {'windows': 41, 'android': 1, 'iphone': 1}            | ['103.44.12.234', '175.101.84.139']                                                                                      |
| 227 |    1001 |          2 | 2022-05-10   | 12   | 112    | 2       | {'chrome': 112}                     | {'windows': 112}                                      | ['103.44.12.234', '175.101.84.139']                                                                                      |
| 228 |    1001 |          3 | 2022-05-10   | 12   | 9      | 2       | {'chrome': 9}                       | {'windows': 9}                                        | ['103.44.12.234', '175.101.84.139']                                                                                      |
| 229 |    1001 |          4 | 2022-05-10   | 12   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['103.44.12.234']                                                                                                        |
| 230 |    1001 |          2 | 2022-05-10   | 14   | 13     | 5       | {'chrome': 9, None: 4}              | {'android': 2, 'windows': 7, None: 4}                 | ['103.44.12.234', '175.101.84.139', '172.18.0.1', '10.0.2.62', '10.0.2.201']                                             |
| 231 |    1001 |          3 | 2022-05-10   | 14   | 5      | 3       | {'chrome': 2, None: 3}              | {'android': 1, 'windows': 1, None: 3}                 | ['103.44.12.234', '10.0.2.62', '10.0.2.201']                                                                             |
| 232 |    1001 |          4 | 2022-05-10   | 14   | 5      | 3       | {'chrome': 2, None: 3}              | {'android': 1, 'windows': 1, None: 3}                 | ['103.44.12.234', '10.0.2.62', '10.0.2.201']                                                                             |
| 233 |    1001 |          1 | 2022-05-10   | 14   | 12     | 5       | {'chrome': 9, None: 3}              | {'windows': 9, None: 3}                               | ['103.44.12.234', '175.101.84.139', '172.18.0.1', '10.0.2.62', '10.0.2.201']                                             |
| 234 |    1001 |         23 | 2022-05-10   | 14   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['172.18.0.1']                                                                                                           |
| 235 |    1001 |          1 | 2022-05-10   | 15   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 236 |    1001 |          1 | 2022-05-10   | 16   | 4      | 2       | {None: 2, 'chrome': 2}              | {'android': 4}                                        | ['157.47.63.107', '182.79.251.138']                                                                                      |
| 237 |    1001 |          2 | 2022-05-10   | 17   | 4      | 2       | {'chrome': 2, None: 2}              | {'android': 4}                                        | ['175.101.84.139', '157.47.36.43']                                                                                       |
| 238 |    1001 |          4 | 2022-05-10   | 17   | 4      | 3       | {'chrome': 1, 'safari': 3}          | {'android': 1, 'iphone': 3}                           | ['157.47.36.43', '157.48.225.221', '157.48.139.245']                                                                     |
| 239 |    1001 |          3 | 2022-05-10   | 17   | 7      | 3       | {'chrome': 4, None: 3}              | {'android': 7}                                        | ['157.47.36.43', '157.48.163.30', '223.185.97.35']                                                                       |
| 240 |    1001 |          1 | 2022-05-10   | 17   | 4      | 1       | {'chrome': 2, None: 2}              | {'android': 4}                                        | ['157.47.36.43']                                                                                                         |
| 241 |    1001 |          2 | 2022-05-10   | 18   | 8      | 3       | {None: 3, 'chrome': 5}              | {'android': 8}                                        | ['157.47.36.43', '223.185.112.236', '175.101.84.139']                                                                    |
| 242 |    1001 |          3 | 2022-05-10   | 18   | 3      | 3       | {'chrome': 3}                       | {'android': 3}                                        | ['157.47.9.111', '157.48.228.153', '223.185.102.148']                                                                    |
| 243 |    1001 |          4 | 2022-05-10   | 18   | 2      | 1       | {'chrome': 2}                       | {'android': 2}                                        | ['157.48.128.64']                                                                                                        |
| 244 |    1001 |          1 | 2022-05-10   | 18   | 2      | 2       | {'chrome': 2}                       | {'android': 1, 'windows': 1}                          | ['117.99.195.196', '103.44.12.234']                                                                                      |
| 245 |    1001 |          4 | 2022-05-10   | 21   | 2      | 1       | {'chrome': 2}                       | {'android': 2}                                        | ['157.47.41.138']                                                                                                        |
| 246 |    1001 |          3 | 2022-05-10   | 21   | 1      | 1       | {'safari': 1}                       | {'iphone': 1}                                         | ['106.76.214.143']                                                                                                       |
| 247 |    1001 |          1 | 2022-05-11   | 06   | 2      | 1       | {'safari': 2}                       | {'iphone': 2}                                         | ['157.48.71.76']                                                                                                         |
| 248 |    1001 |          4 | 2022-05-11   | 09   | 2      | 1       | {None: 1, 'chrome': 1}              | {'android': 2}                                        | ['157.47.105.213']                                                                                                       |
| 249 |    1001 |          3 | 2022-05-11   | 09   | 2      | 1       | {None: 1, 'chrome': 1}              | {'android': 2}                                        | ['157.47.105.213']                                                                                                       |
| 250 |    1001 |          1 | 2022-05-11   | 09   | 2      | 1       | {None: 1, 'chrome': 1}              | {'android': 2}                                        | ['175.101.84.139']                                                                                                       |
| 251 |    1001 |          2 | 2022-05-11   | 09   | 2      | 1       | {None: 1, 'chrome': 1}              | {'android': 2}                                        | ['175.101.84.139']                                                                                                       |
| 252 |    1001 |          1 | 2022-05-11   | 04   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
| 253 |    1001 |          2 | 2022-05-11   | 04   | 1      | 1       | {'chrome': 1}                       | {'linux': 1}                                          | ['175.101.84.139']                                                                                                       |
| 254 |    1001 |          3 | 2022-05-11   | 10   | 11     | 5       | {None: 2, 'chrome': 8, 'safari': 1} | {'android': 10, 'iphone': 1}                          | ['106.217.234.3', '157.48.192.131', '157.47.69.182', '117.99.194.23', '157.47.118.49']                                   |
| 255 |    1001 |          2 | 2022-05-11   | 10   | 2      | 2       | {'chrome': 2}                       | {'android': 1, 'windows': 1}                          | ['223.185.97.165', '103.44.12.234']                                                                                      |
| 256 |    1001 |          4 | 2022-05-11   | 10   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 257 |    1001 |          1 | 2022-05-11   | 10   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 258 |    1001 |          3 | 2022-05-11   | 11   | 1      | 1       | {'chrome': 1}                       | {'android': 1}                                        | ['157.47.69.182']                                                                                                        |
| 259 |    1027 |          1 | 2022-05-11   | 11   | 5      | 2       | {'chrome': 5}                       | {'windows': 5}                                        | ['103.44.12.234', '175.101.84.139']                                                                                      |
| 260 |    1027 |          5 | 2022-05-11   | 11   | 7      | 3       | {'chrome': 6, None: 1}              | {'windows': 2, 'android': 4, None: 1}                 | ['175.101.84.139', '103.44.12.234', '157.48.173.131']                                                                    |
| 261 |    1027 |          5 | 2022-05-11   | 06   | 31     | 1       | {'chrome': 31}                      | {'linux': 22, 'iphone': 9}                            | ['175.101.84.139']                                                                                                       |
| 262 |    1001 |          2 | 2022-05-11   | 11   | 1      | 1       | {None: 1}                           | {None: 1}                                             | ['103.44.12.234']                                                                                                        |
| 263 |    1027 |          1 | 2022-05-11   | 12   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 264 |    1027 |          5 | 2022-05-11   | 12   | 6      | 3       | {'chrome': 4, None: 2}              | {'linux': 1, 'android': 5}                            | ['175.101.84.139', '157.47.103.253', '157.48.173.131']                                                                   |
| 265 |    1001 |          1 | 2022-05-11   | 12   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 266 |    1001 |          2 | 2022-05-11   | 12   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 267 |    1001 |          3 | 2022-05-11   | 12   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 268 |    1001 |          4 | 2022-05-11   | 12   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 269 |    1027 |          5 | 2022-05-11   | 07   | 5      | 2       | {'chrome': 5}                       | {'linux': 1, 'android': 4}                            | ['175.101.84.139', '157.47.103.253']                                                                                     |
| 270 |    1001 |          2 | 2022-05-11   | 13   | 1      | 1       | {'chrome': 1}                       | {'android': 1}                                        | ['117.99.198.51']                                                                                                        |
| 271 |    1027 |          5 | 2022-05-11   | 13   | 5      | 2       | {'chrome': 5}                       | {'android': 4, 'windows': 1}                          | ['157.47.103.253', '103.44.12.234']                                                                                      |
| 272 |    1001 |          3 | 2022-05-11   | 13   | 2      | 1       | {'chrome': 2}                       | {'android': 2}                                        | ['157.47.22.19']                                                                                                         |
| 273 |    1027 |          6 | 2022-05-11   | 13   | 3      | 2       | {'chrome': 3}                       | {'windows': 1, 'android': 2}                          | ['175.101.84.139', '157.47.103.253']                                                                                     |
| 274 |    1027 |          5 | 2022-05-11   | 14   | 4      | 3       | {'chrome': 4}                       | {'linux': 1, 'windows': 1, 'android': 1, 'iphone': 1} | ['175.101.84.139', '103.44.12.234', '157.48.173.131']                                                                    |
| 275 |    1027 |          6 | 2022-05-11   | 14   | 4      | 4       | {'chrome': 4}                       | {'windows': 2, 'linux': 1, 'android': 1}              | ['103.44.12.234', '66.102.6.218', '49.205.101.119', '157.48.173.131']                                                    |
| 276 |    1001 |          3 | 2022-05-11   | 15   | 2      | 1       | {None: 1, 'chrome': 1}              | {'android': 2}                                        | ['157.48.75.140']                                                                                                        |
| 277 |    1027 |          5 | 2022-05-11   | 15   | 7      | 2       | {'chrome': 7}                       | {'linux': 6, 'windows': 1}                            | ['175.101.84.139', '103.44.12.234']                                                                                      |
| 278 |    1001 |          1 | 2022-05-11   | 15   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['103.44.12.234']                                                                                                        |
| 279 |    1001 |          1 | 2022-05-11   | 15   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['103.44.12.234']                                                                                                        |
| 280 |    1027 |          5 | 2022-05-11   | 16   | 8      | 1       | {'chrome': 8}                       | {'linux': 8}                                          | ['175.101.84.139']                                                                                                       |
| 281 |    1027 |          1 | 2022-05-11   | 16   | 2      | 1       | {'chrome': 2}                       | {'linux': 2}                                          | ['175.101.84.139']                                                                                                       |
| 282 |    1027 |          5 | 2022-05-11   | 17   | 3      | 1       | {'chrome': 3}                       | {'linux': 3}                                          | ['175.101.84.139']                                                                                                       |
| 283 |    1001 |          4 | 2022-05-11   | 18   | 1      | 1       | {'chrome': 1}                       | {'android': 1}                                        | ['223.187.38.36']                                                                                                        |
| 284 |    1001 |          3 | 2022-05-11   | 21   | 4      | 2       | {'safari': 1, None: 1, 'chrome': 2} | {'iphone': 1, 'android': 3}                           | ['157.48.221.146', '157.48.248.15']                                                                                      |
| 285 |    1027 |          5 | 2022-05-12   | 10   | 23     | 4       | {'chrome': 22, 'firefox': 1}        | {'linux': 7, 'windows': 6, 'android': 10}             | ['175.101.84.139', '106.76.209.68', '49.205.107.203', '106.76.218.243']                                                  |
| 286 |    1027 |          6 | 2022-05-12   | 10   | 6      | 2       | {'chrome': 6}                       | {'linux': 2, 'android': 1, 'windows': 3}              | ['175.101.84.139', '49.205.107.203']                                                                                     |
| 287 |    1001 |          2 | 2022-05-12   | 10   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 288 |    1001 |          1 | 2022-05-12   | 10   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 289 |    1001 |          2 | 2022-05-12   | 11   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 290 |    1001 |          3 | 2022-05-12   | 11   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 291 |    1001 |          4 | 2022-05-12   | 11   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 292 |    1001 |          5 | 2022-05-12   | 11   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 293 |    1001 |          6 | 2022-05-12   | 11   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 294 |    1001 |          1 | 2022-05-12   | 12   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 295 |    1001 |          2 | 2022-05-12   | 12   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 296 |    1001 |          3 | 2022-05-12   | 12   | 3      | 3       | {'chrome': 2, None: 1}              | {'windows': 1, 'android': 2}                          | ['175.101.84.139', '106.217.201.101', '157.48.252.132']                                                                  |
| 297 |    1001 |          4 | 2022-05-12   | 12   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 298 |    1001 |          4 | 2022-05-12   | 13   | 1      | 1       | {'chrome': 1}                       | {'android': 1}                                        | ['223.187.5.188']                                                                                                        |
| 299 |    1001 |          3 | 2022-05-12   | 13   | 4      | 1       | {'chrome': 4}                       | {'android': 4}                                        | ['43.225.23.206']                                                                                                        |
| 300 |    1001 |          1 | 2022-05-12   | 13   | 1      | 1       | {'chrome': 1}                       | {'windows': 1}                                        | ['175.101.84.139']                                                                                                       |
| 301 |    1001 |          1 | 2022-05-12   | 15   | 10     | 3       | {None: 4, 'chrome': 6}              | {None: 4, 'windows': 4, 'android': 2}                 | ['175.101.84.139', '106.76.195.25', '106.76.195.177']                                                                    |
| 302 |    1001 |          2 | 2022-05-12   | 15   | 10     | 3       | {'chrome': 8, None: 2}              | {'windows': 5, None: 2, 'android': 3}                 | ['175.101.84.139', '43.225.23.206', '157.48.250.134']                                                                    |
| 303 |    1027 |          5 | 2022-05-12   | 15   | 4      | 2       | {'chrome': 1, 'firefox': 3}         | {'android': 1, 'linux': 3}                            | ['106.76.195.25', '175.101.84.139']                                                                                      |
| 304 |    1001 |          3 | 2022-05-12   | 15   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 305 |    1001 |          4 | 2022-05-12   | 15   | 2      | 1       | {'chrome': 2}                       | {'windows': 2}                                        | ['175.101.84.139']                                                                                                       |
| 306 |    1001 |          1 | 2022-05-12   | 16   | 2      | 1       | {'chrome': 2}                       | {'android': 2}                                        | ['202.53.67.18']                                                                                                         |
| 307 |    1001 |          4 | 2022-05-12   | 16   | 1      | 1       | {'chrome': 1}                       | {'android': 1}                                        | ['175.101.84.139']                                                                                                       |
| 308 |    1001 |          1 | 2022-05-12   | 17   | 2      | 1       | {'chrome': 2}                       | {'android': 2}                                        | ['202.53.67.18']                                                                                                         |
| 309 |    1027 |          5 | 2022-05-12   | 21   | 2      | 1       | {'chrome': 2}                       | {'android': 2}                                        | ['157.48.69.164']                                                                                                        |
| 310 |    1027 |          6 | 2022-05-12   | 21   | 1      | 1       | {'chrome': 1}                       | {'android': 1}                                        | ['157.48.69.164']                                                                                                        |
| 311 |    1027 |          5 | 2022-05-12   | 22   | 6      | 1       | {'safari': 4, 'chrome': 2}          | {'iphone': 3, 'macos': 3}                             | ['50.27.91.9']                                                                                                           |
| 312 |    1027 |          5 | 2022-05-13   | 01   | 1      | 1       | {'safari': 1}                       | {'iphone': 1}                                         | ['50.27.91.9']                                                                                                           |
+-----+---------+------------+--------------+------+--------+---------+-------------------------------------+-------------------------------------------------------+------------------------------------------------------------------------
